dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize50	numTSSEnhGene	distanceToTSS	normalizedDNase_enh	normalizedDNase_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContactAvgHicTrack2	3DContactAvgHicTrack2_squared	activityEnhDNaseOnlyAvgHicTrack2_squared	activityPromDNaseOnlyAvgHicTrack2	ABCScoreDNaseOnlyAvgHicTrack2
FlowFISH_K562	chrX	48676176	48676716	PQBP1|chrX:48534565-48535105:*	0.00558534	chrX	48897912	48897913	PQBP1	FALSE	0.961017921696	1	TRUE	K562	Fulco2019	FALSE					9	221528	14.334916	0.897729	1	4.128015	1	0	0.00247	6.1009e-06	205.489816727056	0.897729	0.008286
FlowFISH_K562	chrX	48680376	48680876	GATA1|chrX:48538765-48539265:*	-0.04822111	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	0.999999994729	TRUE	K562	Fulco2019	FALSE					4	105931	4.128015	0.619077	1	14.334916	0	0	0.001444	2.085136e-06	17.040507840225	0.619077	0.001516
FlowFISH_K562	chrX	48680376	48680876	HDAC6|chrX:48538765-48539265:*	-0.051344964	chrX	48801377	48801378	HDAC6	FALSE	0.940100139069	0.8328759685	TRUE	K562	Fulco2019	FALSE					5	121373	4.128015	0.992089	1	14.334916	1	0	0.002995	8.970025e-06	17.040507840225	0.992089	0.001974
FlowFISH_K562	chrX	48680376	48680876	PLP2|chrX:48538765-48539265:*	-0.01989859	chrX	49171926	49171927	PLP2	FALSE	0.932895366715	0.999999981117	TRUE	K562	Fulco2019	FALSE					21	491194	4.128015	0.50664	1	14.334916	0	0	0.000564	3.18096e-07	17.040507840225	0.50664	0.000656
FlowFISH_K562	chrX	48680376	48680876	PQBP1|chrX:48538765-48539265:*	-0.01306771	chrX	48897912	48897913	PQBP1	FALSE	0.970127145119	0.985427024802	TRUE	K562	Fulco2019	FALSE					9	217269	4.128015	0.897729	1	14.334916	1	0	0.001595	2.544025e-06	17.040507840225	0.897729	0.001541
FlowFISH_K562	chrX	48700914	48701434	GATA1|chrX:48559305-48559825:*	-0.01693575	chrX	48786554	48786555	GATA1	FALSE	0.980220550527	1	TRUE	K562	Fulco2019	FALSE					2	85444	1.150602	0.619077	1	8.952881	0	0	0.002218	4.919524e-06	1.323884962404	0.619077	0.000649
FlowFISH_K562	chrX	48700914	48701434	HDAC6|chrX:48559305-48559825:*	-0.019098264	chrX	48801377	48801378	HDAC6	FALSE	0.944354337016	0.999999694629	TRUE	K562	Fulco2019	FALSE					3	100886	1.150602	0.992089	1	8.952881	1	0	0.002376	5.645376e-06	1.323884962404	0.992089	0.000437
FlowFISH_K562	chrX	48700914	48701434	PLP2|chrX:48559305-48559825:*	-0.01475697	chrX	49171926	49171927	PLP2	FALSE	0.883510818046	1	TRUE	K562	Fulco2019	FALSE					19	470707	1.150602	0.50664	1	8.952881	0	0	0.000358	1.28164e-07	1.323884962404	0.50664	0.000116
FlowFISH_K562	chrX	48700914	48701434	PQBP1|chrX:48559305-48559825:*	-0.05459664	chrX	48897912	48897913	PQBP1	FALSE	0.607266512338	0.99999999994	TRUE	K562	Fulco2019	FALSE					7	196782	1.150602	0.897729	1	8.952881	1	0	0.001381	1.907161e-06	1.323884962404	0.897729	0.000372
FlowFISH_K562	chrX	48701894	48702434	GATA1|chrX:48560285-48560825:*	-0.00186009	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	1	TRUE	K562	Fulco2019	FALSE					2	84394.5	8.952881	0.619077	1	1.150602	0	0	0.002218	4.919524e-06	80.154078200161	0.619077	0.005052
FlowFISH_K562	chrX	48701894	48702434	HDAC6|chrX:48560285-48560825:*	-0.003667436	chrX	48801377	48801378	HDAC6	FALSE	0.982819920628	1	TRUE	K562	Fulco2019	FALSE					3	99836.5	8.952881	0.992089	1	1.150602	1	0	0.002376	5.645376e-06	80.154078200161	0.992089	0.003398
FlowFISH_K562	chrX	48701894	48702434	PLP2|chrX:48560285-48560825:*	-0.0051228	chrX	49171926	49171927	PLP2	FALSE	0.982780562398	1	TRUE	K562	Fulco2019	FALSE					19	469657.5	8.952881	0.50664	1	1.150602	0	0	0.000358	1.28164e-07	80.154078200161	0.50664	0.000904
FlowFISH_K562	chrX	48701894	48702434	PQBP1|chrX:48560285-48560825:*	-0.02118219	chrX	48897912	48897913	PQBP1	FALSE	0.880940563025	1	TRUE	K562	Fulco2019	FALSE					7	195732.5	8.952881	0.897729	1	1.150602	1	0	0.001381	1.907161e-06	80.154078200161	0.897729	0.002893
FlowFISH_K562	chrX	48711994	48712494	GATA1|chrX:48570385-48570885:*	-0.04168937	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	1	TRUE	K562	Fulco2019	FALSE					0	74310.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48711994	48712494	HDAC6|chrX:48570385-48570885:*	0.00452852	chrX	48801377	48801378	HDAC6	FALSE	0.974083745414	0.993839368838	TRUE	K562	Fulco2019	FALSE					0	89133.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48711994	48712494	PLP2|chrX:48570385-48570885:*	0.00665211	chrX	49171926	49171927	PLP2	FALSE	0.94392281737	0.999999779069	TRUE	K562	Fulco2019	FALSE					0	459682.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48711994	48712494	PQBP1|chrX:48570385-48570885:*	-0.0186547	chrX	48897912	48897913	PQBP1	FALSE	0.961017921696	0.999934259816	TRUE	K562	Fulco2019	FALSE					0	185668.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48714980	48715520	GATA1|chrX:48573385-48573925:*	-0.0363006	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	0.999999999593	TRUE	K562	Fulco2019	FALSE					2	71352.5	1.189984	0.619077	0	0	0	0	0.001947	3.790809e-06	1.416061920256	0.619077	0.000589
FlowFISH_K562	chrX	48714980	48715520	HDAC6|chrX:48573385-48573925:*	-0.051370135	chrX	48801377	48801378	HDAC6	FALSE	0.833939777048	0.999911719141	TRUE	K562	Fulco2019	FALSE					3	86794.5	1.189984	0.992089	0	0	1	0	0.002554	6.522916e-06	1.416061920256	0.992089	0.000485
FlowFISH_K562	chrX	48714980	48715520	PLP2|chrX:48573385-48573925:*	-0.0424208	chrX	49171926	49171927	PLP2	FALSE	0.703099092559	0.999999999975	TRUE	K562	Fulco2019	FALSE					19	456615.5	1.189984	0.50664	0	0	0	0	0.000367	1.34689e-07	1.416061920256	0.50664	0.000123
FlowFISH_K562	chrX	48714980	48715520	PQBP1|chrX:48573385-48573925:*	-0.11004086	chrX	48897912	48897913	PQBP1	FALSE	0.279941020554	0.999909241413	TRUE	K562	Fulco2019	FALSE					7	182690.5	1.189984	0.897729	0	0	1	0	0.001141	1.301881e-06	1.416061920256	0.897729	0.000318
FlowFISH_K562	chrX	48736361	48736858	GATA1|chrX:48594765-48595265:*	-0.00353842	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	0.999999961527	TRUE	K562	Fulco2019	FALSE					0	49945	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48736361	48736858	HDAC6|chrX:48594765-48595265:*	0.039359301	chrX	48801377	48801378	HDAC6	FALSE	0.833939777048	0.995715895514	TRUE	K562	Fulco2019	FALSE					0	64768	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48736361	48736858	PLP2|chrX:48594765-48595265:*	0.02979665	chrX	49171926	49171927	PLP2	FALSE	0.72566465046	0.999999999951	TRUE	K562	Fulco2019	FALSE					0	435317	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48736361	48736858	PQBP1|chrX:48594765-48595265:*	0.07590744	chrX	48897912	48897913	PQBP1	FALSE	0.451160480761	0.967298081137	TRUE	K562	Fulco2019	FALSE					0	161303	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48737018	48737918	GATA1|chrX:48595425-48596325:*	-0.02914425	chrX	48786554	48786555	GATA1	FALSE	0.953750080879	1	TRUE	K562	Fulco2019	FALSE					2	48795	23.856069	0.619077	0	0	0	0	0.003004	9.024016e-06	569.112028132761	0.619077	0.01823
FlowFISH_K562	chrX	48737018	48737918	HDAC6|chrX:48595425-48596325:*	-0.037178864	chrX	48801377	48801378	HDAC6	FALSE	0.604627172066	0.999999999999	TRUE	K562	Fulco2019	FALSE					3	64237	23.856069	0.992089	0	0	1	0	0.005736	3.2901696e-05	569.112028132761	0.992089	0.021857
FlowFISH_K562	chrX	48737018	48737918	PLP2|chrX:48595425-48596325:*	-0.01141077	chrX	49171926	49171927	PLP2	FALSE	0.855607691378	1	TRUE	K562	Fulco2019	FALSE					19	434058	23.856069	0.50664	0	0	0	0	0.00077	5.929e-07	569.112028132761	0.50664	0.005174
FlowFISH_K562	chrX	48737018	48737918	PQBP1|chrX:48595425-48596325:*	-0.02545649	chrX	48897912	48897913	PQBP1	FALSE	0.78123884861	1	TRUE	K562	Fulco2019	FALSE					7	160133	23.856069	0.897729	0	0	1	0	0.002562	6.563844e-06	569.112028132761	0.897729	0.014301
FlowFISH_K562	chrX	48739038	48739538	GATA1|chrX:48597445-48597945:*	-0.0563395	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	0.999999705561	TRUE	K562	Fulco2019	FALSE					0	47266.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48739038	48739538	HDAC6|chrX:48597445-48597945:*	-0.044512087	chrX	48801377	48801378	HDAC6	FALSE	0.940100139069	0.903372881474	TRUE	K562	Fulco2019	FALSE					0	62089.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48739038	48739538	PLP2|chrX:48597445-48597945:*	-0.00029645	chrX	49171926	49171927	PLP2	FALSE	0.988519993665	0.999999286274	TRUE	K562	Fulco2019	FALSE					0	432638.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48739038	48739538	PQBP1|chrX:48597445-48597945:*	0.07005766	chrX	48897912	48897913	PQBP1	FALSE	0.77044860032	0.924729937698	TRUE	K562	Fulco2019	FALSE					0	158624.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48752502	48753002	GATA1|chrX:48610905-48611405:*	-0.00853518	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	1	TRUE	K562	Fulco2019	FALSE					2	33971.5	0.622247	0.619077	0	0	0	0	0.003543	1.2552849e-05	0.387191329009	0.619077	0.000561
FlowFISH_K562	chrX	48752502	48753002	HDAC6|chrX:48610905-48611405:*	0.024459559	chrX	48801377	48801378	HDAC6	FALSE	0.893183833972	0.999999995575	TRUE	K562	Fulco2019	FALSE					3	49413.5	0.622247	0.992089	0	0	1	0	0.002378	5.654884e-06	0.387191329009	0.992089	0.000236
FlowFISH_K562	chrX	48752502	48753002	PLP2|chrX:48610905-48611405:*	-0.00762275	chrX	49171926	49171927	PLP2	FALSE	0.954608501085	1	TRUE	K562	Fulco2019	FALSE					19	419234.5	0.622247	0.50664	0	0	0	0	0.00028	7.84e-08	0.387191329009	0.50664	4.9e-05
FlowFISH_K562	chrX	48752502	48753002	PQBP1|chrX:48610905-48611405:*	-0.06078233	chrX	48897912	48897913	PQBP1	FALSE	0.471404088934	0.999999999997	TRUE	K562	Fulco2019	FALSE					7	145309.5	0.622247	0.897729	0	0	1	0	0.001046	1.094116e-06	0.387191329009	0.897729	0.000152
FlowFISH_K562	chrX	48764921	48765461	GATA1|chrX:48623325-48623865:*	-0.02316793	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	0.999999999985	TRUE	K562	Fulco2019	FALSE					1	21400.5	0.798441	0.619077	1	1.673469	0	0	0.006655	4.4289025e-05	0.637508030481	0.619077	0.001352
FlowFISH_K562	chrX	48764921	48765461	HDAC6|chrX:48623325-48623865:*	0.022491852	chrX	48801377	48801378	HDAC6	FALSE	0.944354337016	0.998958460447	TRUE	K562	Fulco2019	FALSE					2	36842.5	0.798441	0.992089	1	1.673469	1	0	0.003012	9.072144e-06	0.637508030481	0.992089	0.000384
FlowFISH_K562	chrX	48764921	48765461	PLP2|chrX:48623325-48623865:*	0.03028723	chrX	49171926	49171927	PLP2	FALSE	0.730719748372	1	TRUE	K562	Fulco2019	FALSE					18	406663.5	0.798441	0.50664	1	1.673469	0	0	0.000371	1.37641e-07	0.637508030481	0.50664	8.3e-05
FlowFISH_K562	chrX	48764921	48765461	PQBP1|chrX:48623325-48623865:*	0.04830255	chrX	48897912	48897913	PQBP1	FALSE	0.77044860032	0.999995494231	TRUE	K562	Fulco2019	FALSE					6	132738.5	0.798441	0.897729	1	1.673469	1	0	0.001465	2.146225e-06	0.637508030481	0.897729	0.000274
FlowFISH_K562	chrX	48765501	48766060	GATA1|chrX:48623905-48624465:*	-0.07563027	chrX	48786554	48786555	GATA1	FALSE	0.297711815973	1	TRUE	K562	Fulco2019	FALSE					1	20778.5	1.673469	0.619077	1	0.798441	0	0	0.006655	4.4289025e-05	2.800498493961	0.619077	0.002833
FlowFISH_K562	chrX	48765501	48766060	HDAC6|chrX:48623905-48624465:*	-0.069740826	chrX	48801377	48801378	HDAC6	FALSE	0.578029365875	0.999999857571	TRUE	K562	Fulco2019	FALSE					2	36220.5	1.673469	0.992089	1	0.798441	1	0	0.003012	9.072144e-06	2.800498493961	0.992089	0.000805
FlowFISH_K562	chrX	48765501	48766060	PLP2|chrX:48623905-48624465:*	0.00672975	chrX	49171926	49171927	PLP2	FALSE	0.932895366715	1	TRUE	K562	Fulco2019	FALSE					18	406041.5	1.673469	0.50664	1	0.798441	0	0	0.000371	1.37641e-07	2.800498493961	0.50664	0.000175
FlowFISH_K562	chrX	48765501	48766060	PQBP1|chrX:48623905-48624465:*	-0.00807537	chrX	48897912	48897913	PQBP1	FALSE	0.970127145119	0.999999989351	TRUE	K562	Fulco2019	FALSE					6	132116.5	1.673469	0.897729	1	0.798441	1	0	0.001465	2.146225e-06	2.800498493961	0.897729	0.000574
FlowFISH_K562	chrX	48770189	48771169	GATA1|chrX:48628605-48629585:*	-0.05979141	chrX	48786554	48786555	GATA1	FALSE	0.150542433561	1	TRUE	K562	Fulco2019	FALSE					1	15763.5	1.524555	0.619077	0	0	0	0	0.008463	7.1622369e-05	2.324267948025	0.619077	0.003283
FlowFISH_K562	chrX	48770189	48771169	HDAC6|chrX:48628605-48629585:*	-0.04824602	chrX	48801377	48801378	HDAC6	FALSE	0.565093392619	1	TRUE	K562	Fulco2019	FALSE					2	31205.5	1.524555	0.992089	0	0	1	0	0.00264	6.9696e-06	2.324267948025	0.992089	0.000643
FlowFISH_K562	chrX	48770189	48771169	PLP2|chrX:48628605-48629585:*	0.00069859	chrX	49171926	49171927	PLP2	FALSE	0.981833598425	1	TRUE	K562	Fulco2019	FALSE					18	401026.5	1.524555	0.50664	0	0	0	0	0.000341	1.16281e-07	2.324267948025	0.50664	0.000147
FlowFISH_K562	chrX	48770189	48771169	PQBP1|chrX:48628605-48629585:*	-0.00405386	chrX	48897912	48897913	PQBP1	FALSE	0.987559817112	1	TRUE	K562	Fulco2019	FALSE					6	127101.5	1.524555	0.897729	0	0	1	0	0.001093	1.194649e-06	2.324267948025	0.897729	0.00039
FlowFISH_K562	chrX	48776950	48777470	GATA1|chrX:48635365-48635885:*	-0.0749079	chrX	48786554	48786555	GATA1	FALSE	0.527542006862	1	TRUE	K562	Fulco2019	FALSE					1	9343	1.127538	0.619077	1	1.227012	0	0	0.013213	0.000174583369	1.271341941444	0.619077	0.00379
FlowFISH_K562	chrX	48776950	48777470	HDAC6|chrX:48635365-48635885:*	-0.000433424	chrX	48801377	48801378	HDAC6	FALSE	0.982819920628	0.999521696797	TRUE	K562	Fulco2019	FALSE					2	24785	1.127538	0.992089	1	1.227012	1	0	0.003565	1.2709225e-05	1.271341941444	0.992089	0.000642
FlowFISH_K562	chrX	48776950	48777470	PLP2|chrX:48635365-48635885:*	0.03712028	chrX	49171926	49171927	PLP2	FALSE	0.667411921326	1	TRUE	K562	Fulco2019	FALSE					18	394606	1.127538	0.50664	1	1.227012	0	0	0.000424	1.79776e-07	1.271341941444	0.50664	0.000135
FlowFISH_K562	chrX	48776950	48777470	PQBP1|chrX:48635365-48635885:*	0.03712149	chrX	48897912	48897913	PQBP1	FALSE	0.854382644893	0.999809514365	TRUE	K562	Fulco2019	FALSE					6	120681	1.127538	0.897729	1	1.227012	1	0	0.001038	1.077444e-06	1.271341941444	0.897729	0.000274
FlowFISH_K562	chrX	48779350	48779850	GATA1|chrX:48637765-48638265:*	-0.06771297	chrX	48786554	48786555	GATA1	FALSE	0.953750080879	0.999737103097	TRUE	K562	Fulco2019	FALSE					1	6967	1.227012	0.619077	2	16.773018	0	0	0.013213	0.000174583369	1.505558448144	0.619077	0.004125
FlowFISH_K562	chrX	48779350	48779850	PLP2|chrX:48637765-48638265:*	-0.01964523	chrX	49171926	49171927	PLP2	FALSE	0.932895366715	0.998325081548	TRUE	K562	Fulco2019	FALSE					18	392230	1.227012	0.50664	2	16.773018	0	0	0.000424	1.79776e-07	1.505558448144	0.50664	0.000146
FlowFISH_K562	chrX	48779350	48779850	PQBP1|chrX:48637765-48638265:*	0.10675801	chrX	48897912	48897913	PQBP1	FALSE	0.659287558738	0.905330560239	TRUE	K562	Fulco2019	FALSE					6	118305	1.227012	0.897729	2	16.773018	1	0	0.001038	1.077444e-06	1.505558448144	0.897729	0.000298
FlowFISH_K562	chrX	48782797	48783297	PLP2|chrX:48641205-48641705:*	0.12249414	chrX	49171926	49171927	PLP2	TRUE	4.00929446721e-10	1	TRUE	K562	Fulco2019	FALSE					18	388780	15.64548	0.50664	3	4.171856	0	0	0.000284	8.0656e-08	244.7810444304	0.50664	0.001253
FlowFISH_K562	chrX	48782797	48783297	PQBP1|chrX:48641205-48641705:*	-0.01963063	chrX	48897912	48897913	PQBP1	FALSE	0.895704436792	1	TRUE	K562	Fulco2019	FALSE					6	114855	15.64548	0.897729	3	4.171856	1	0	0.001308	1.710864e-06	244.7810444304	0.897729	0.004787
FlowFISH_K562	chrX	48782964	48783085	HDAC6|chrX:48641372-48641493:*	-0.42	chrX	48801377	48801378	HDAC6	TRUE		1	TRUE	K562	Fulco2016	TRUE					2	18959	15.64548	0.992089	3	4.171856	1	0	0.004643	2.1557449e-05	244.7810444304	0.992089	0.011603
FlowFISH_K562	chrX	48784617	48785277	GATA1|chrX:48643025-48643685:*	-0.18712737	chrX	48786554	48786555	GATA1	TRUE	5.53963470619e-18	1	TRUE	K562	Fulco2019	TRUE					1	1305	1.483444	0.619077	4	22.53731	0	0	0.106164	0.011270794896	2.200606101136	0.619077	0.040066
FlowFISH_K562	chrX	48784617	48785277	HDAC6|chrX:48643025-48643685:*	0.086367953	chrX	48801377	48801378	HDAC6	TRUE	0.0333221400778	1	TRUE	K562	Fulco2019	FALSE					2	16747	1.483444	0.992089	4	22.53731	1	0	0.005895	3.4751025e-05	2.200606101136	0.992089	0.001397
FlowFISH_K562	chrX	48784617	48785277	PLP2|chrX:48643025-48643685:*	0.08185377	chrX	49171926	49171927	PLP2	TRUE	2.43895190884e-05	1	TRUE	K562	Fulco2019	FALSE					18	386568	1.483444	0.50664	4	22.53731	0	0	0.000347	1.20409e-07	2.200606101136	0.50664	0.000145
FlowFISH_K562	chrX	48784617	48785277	PQBP1|chrX:48643025-48643685:*	0.00998804	chrX	48897912	48897913	PQBP1	FALSE	0.961017921696	1	TRUE	K562	Fulco2019	FALSE					6	112643	1.483444	0.897729	4	22.53731	1	0	0.001219	1.485961e-06	2.200606101136	0.897729	0.000423
FlowFISH_K562	chrX	48789397	48789977	HDAC6|chrX:48647805-48648385:*	0.068731569	chrX	48801377	48801378	HDAC6	FALSE	0.314545354635	0.999999999997	TRUE	K562	Fulco2019	FALSE					1	12300	3.634365	0.992089	5	14.849969	1	0	0.005895	3.4751025e-05	13.208608953225	0.992089	0.003422
FlowFISH_K562	chrX	48789397	48789977	PLP2|chrX:48647805-48648385:*	0.10727528	chrX	49171926	49171927	PLP2	TRUE	1.85908325396e-07	1	TRUE	K562	Fulco2019	FALSE					17	382121	3.634365	0.50664	5	14.849969	0	0	0.000347	1.20409e-07	13.208608953225	0.50664	0.000355
FlowFISH_K562	chrX	48789397	48789977	PQBP1|chrX:48647805-48648385:*	0.0331017	chrX	48897912	48897913	PQBP1	FALSE	0.761776647951	0.999999999991	TRUE	K562	Fulco2019	FALSE					5	108196	3.634365	0.897729	5	14.849969	1	0	0.001219	1.485961e-06	13.208608953225	0.897729	0.001037
FlowFISH_K562	chrX	48793298	48793798	HDAC6|chrX:48651705-48652205:*	0.046750278	chrX	48801377	48801378	HDAC6	FALSE	0.665246513502	0.99999998387	TRUE	K562	Fulco2019	FALSE					1	8459	1.220991	0.992089	4	21.508213	1	0	0.009008	8.1144064e-05	1.490819022081	0.992089	0.001757
FlowFISH_K562	chrX	48793298	48793798	PLP2|chrX:48651705-48652205:*	0.13800641	chrX	49171926	49171927	PLP2	TRUE	9.75170528986e-08	0.999999982341	TRUE	K562	Fulco2019	FALSE					17	378280	1.220991	0.50664	4	21.508213	0	0	0.000399	1.59201e-07	1.490819022081	0.50664	0.000137
FlowFISH_K562	chrX	48793298	48793798	PQBP1|chrX:48651705-48652205:*	0.03076076	chrX	48897912	48897913	PQBP1	FALSE	0.844665498143	0.999999813017	TRUE	K562	Fulco2019	FALSE					5	104355	1.220991	0.897729	4	21.508213	1	0	0.001404	1.971216e-06	1.490819022081	0.897729	0.000401
FlowFISH_K562	chrX	48794198	48794758	HDAC6|chrX:48652605-48653165:*	0.013173327	chrX	48801377	48801378	HDAC6	FALSE	0.944354337016	0.999999999996	TRUE	K562	Fulco2019	FALSE					1	7532.5	8.888069	0.992089	3	12.04507	1	0	0.009008	8.1144064e-05	78.997770548761	0.992089	0.012789
FlowFISH_K562	chrX	48794198	48794758	PLP2|chrX:48652605-48653165:*	0.03778556	chrX	49171926	49171927	PLP2	FALSE	0.288753442076	1	TRUE	K562	Fulco2019	FALSE					17	377353.5	8.888069	0.50664	3	12.04507	0	0	0.000399	1.59201e-07	78.997770548761	0.50664	0.000998
FlowFISH_K562	chrX	48794198	48794758	PQBP1|chrX:48652605-48653165:*	0.10114529	chrX	48897912	48897913	PQBP1	TRUE	0.00723121665797	0.999995540565	TRUE	K562	Fulco2019	FALSE					5	103428.5	8.888069	0.897729	3	12.04507	1	0	0.001404	1.971216e-06	78.997770548761	0.897729	0.00292
FlowFISH_K562	chrX	48794818	48795318	HDAC6|chrX:48653225-48653725:*	-0.062259787	chrX	48801377	48801378	HDAC6	FALSE	0.578029365875	0.999994426852	TRUE	K562	Fulco2019	FALSE					1	6782	7.189714	0.992089	2	10.10906	1	0	0.036485	0.001331155225	51.691987401796	0.992089	0.041898
FlowFISH_K562	chrX	48794818	48795318	PLP2|chrX:48653225-48653725:*	0.07589038	chrX	49171926	49171927	PLP2	TRUE	0.00292222066334999	1	TRUE	K562	Fulco2019	FALSE					17	376603	7.189714	0.50664	2	10.10906	0	0	0.00048	2.304e-07	51.691987401796	0.50664	0.000973
FlowFISH_K562	chrX	48794818	48795318	PQBP1|chrX:48653225-48653725:*	0.00232751	chrX	48897912	48897913	PQBP1	FALSE	0.970127145119	0.999999999877	TRUE	K562	Fulco2019	FALSE					5	102678	7.189714	0.897729	2	10.10906	1	0	0.002021	4.084441e-06	51.691987401796	0.897729	0.003401
FlowFISH_K562	chrX	48798238	48798738	GATA1|chrX:48656645-48657145:*	-0.05867424	chrX	48786554	48786555	GATA1	FALSE	0.858038166634	1	TRUE	K562	Fulco2019	FALSE					0	11933.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48798238	48798738	HDAC6|chrX:48656645-48657145:*	0.042584419	chrX	48801377	48801378	HDAC6	FALSE	0.851449170158	0.959838648932	TRUE	K562	Fulco2019	FALSE					0	2889.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48798238	48798738	PLP2|chrX:48656645-48657145:*	0.06884525	chrX	49171926	49171927	PLP2	FALSE	0.183564945545	1	TRUE	K562	Fulco2019	FALSE					0	373438.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48798238	48798738	PQBP1|chrX:48656645-48657145:*	0.08039749	chrX	48897912	48897913	PQBP1	FALSE	0.549332359946	0.922484446587	TRUE	K562	Fulco2019	FALSE					0	99424.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chrX	48800418	48800918	PLP2|chrX:48658825-48659325:*	0.22542256	chrX	49171926	49171927	PLP2	TRUE	7.76167408978e-22	1	TRUE	K562	Fulco2019	FALSE					17	371273.5	21.546529	0.50664	0	0	0	0	0.000879	7.72641e-07	464.252911947841	0.50664	0.005334
FlowFISH_K562	chrX	48800418	48800918	PQBP1|chrX:48658825-48659325:*	-0.1078788	chrX	48897912	48897913	PQBP1	FALSE	0.0744196804522	0.999999976946	TRUE	K562	Fulco2019	FALSE					5	97348.5	21.546529	0.897729	0	0	1	0	0.004086	1.6695396e-05	464.252911947841	0.897729	0.020601
FlowFISH_K562	chrX	48800621	48800667	GATA1|chrX:48659028-48659074:*	-0.33	chrX	48786554	48786555	GATA1	TRUE		1	TRUE	K562	Fulco2016	TRUE					1	13989.5	21.546529	0.619077	0	0	0	0	0.005895	3.4751025e-05	464.252911947841	0.619077	0.032313
FlowFISH_K562	chrX	48800621	48800667	HDAC6|chrX:48659028-48659074:*	-0.22	chrX	48801377	48801378	HDAC6	TRUE		0.999947089	TRUE	K562	Fulco2016	TRUE					1	1452.5	21.546529	0.992089	0	0	1	0	0.064644	0.004178846736	464.252911947841	0.992089	0.222468
FlowFISH_K562	chrX	48812278	48812778	GATA1|chrX:48670685-48671185:*	-0.0345671	chrX	48786554	48786555	GATA1	FALSE	0.966121062391	0.999999995167	TRUE	K562	Fulco2019	FALSE					2	25950	0.628742	0.619077	2	1.478613	0	0	0.004069	1.6556761e-05	0.395316502564	0.619077	0.000651
FlowFISH_K562	chrX	48812278	48812778	PLP2|chrX:48670685-48671185:*	-0.03483607	chrX	49171926	49171927	PLP2	FALSE	0.796865352513	0.999999506279	TRUE	K562	Fulco2019	FALSE					16	359313	0.628742	0.50664	2	1.478613	0	0	0.000428	1.83184e-07	0.395316502564	0.50664	7.6e-05
FlowFISH_K562	chrX	48812278	48812778	PQBP1|chrX:48670685-48671185:*	-0.05586764	chrX	48897912	48897913	PQBP1	FALSE	0.77044860032	0.99998827842	TRUE	K562	Fulco2019	FALSE					4	85388	0.628742	0.897729	2	1.478613	1	0	0.00209	4.3681e-06	0.395316502564	0.897729	0.000307
FlowFISH_K562	chrX	48833655	48834215	GATA1|chrX:48692065-48692625:*	-0.04264736	chrX	48786554	48786555	GATA1	FALSE	0.953750080879	1	TRUE	K562	Fulco2019	FALSE					3	47248	1.086065	0.619077	0	0	0	0	0.002533	6.416089e-06	1.179537184225	0.619077	7e-04
FlowFISH_K562	chrX	48833655	48834215	HDAC6|chrX:48692065-48692625:*	-0.025911487	chrX	48801377	48801378	HDAC6	FALSE	0.940100139069	0.999988637288	TRUE	K562	Fulco2019	FALSE					2	31806	1.086065	0.992089	0	0	1	0	0.004057	1.6459249e-05	1.179537184225	0.992089	0.000704
